音标,word,meaning,pos,例句,词组
,departments,部门,n.,"Each department needs its own budget for the upcoming fiscal year.
各部门都需要为即将到来的财年设置独立的预算。","need a budget 需要预算
budget for 为……编制预算
fiscal year 财年"
,takes,拿，取,v.,"She decides to take a break.
她决定休息一下。",take a break 休息一下
,options,选项,n.,"She chose to buy call options for the stock.
她选择购买该股票的看涨期权。","choose to buy call options 选择购买看涨期权
buy call options 购买看涨期权
for the stock 针对该股票"
,leaving,离开,v.,"She's leaving for the airport in an hour.
她将一小时后前往机场。","leave for 出发去
in an hour 在一小时后"
,focused,专注的,adj.,"She stayed focused throughout the whole competition and won the gold medal.
她在整个比赛期间都保持专注，赢得了金牌。","stay focused 保持专注
throughout the competition 贯穿比赛
win the gold medal 赢得金牌"
,false,错误的,adj.,"This is not the real thing, it's false.
这不是真正的东西，它是假的。","be the real thing 是真正的东西
be false 是假的"
,novelists,小说家,n.,"Some novelists find inspiration in their personal experiences.
一些小说家从他们的个人经历中找到灵感。",find inspiration in 从……中获得灵感
,careers,职业,n.,"Choosing a career is an important life decision.
职业选择是一个重要的人生决定。","choose a career 选择职业
an important life decision 重要的生活决定
in life 在生活中"
,helps,帮助,v.,"She helps her mother with household chores every day.
她每天都帮助母亲做家务。","help with 帮助做某事
household chores 家务劳动"
,bags,袋子,n.,"She packed several bags for her trip.
她打包了好几个行李袋去旅行。","pack bags 打包行李
for her trip 为她的旅行"
,wants,想要,v.,"She wants to travel around the world.
她想环球旅行。","want to 想要
travel around the world 环球旅行"
,habits,习惯,n.,"Developing good habits is crucial for a healthy lifestyle.
养成好习惯对于实现健康的生活方式至关重要。","develop good habits 养成好习惯
be crucial for 对……至关重要"
,invested,投资,v.,"She invested a significant amount of money in the startup thinking it would be a lucrative opportunity.
她向这家初创公司投资了大量资金，认为这会是一个有利可图的机会。","invest a significant amount of money in 投资大量资金于
a lucrative opportunity 赚钱的机会"
,decreasing,减少,v.,"The temperature in the area has been decreasing steadily over the past few weeks.
该地区气温在过去几周持续下降。","decrease steadily 稳步下降
over the past few weeks 过去几周"
,printers,打印机,n.,"The office will install new printers to improve printing efficiency.
办公室将安装新的打印机来提高打印效率。","install printers 安装打印机
improve efficiency 提高效率"
,teenagers,青少年,n.,"Teenagers often struggle with their identities during this period.
青少年在这一阶段经常在身份认同上挣扎。","struggle with 在……方面挣扎
during this period 在这个时期"
,beings,生物,n.,"Beings from all corners of the universe began to gather.
宇宙各处的生灵开始聚集。","from all corners of 从……的各个角落
begin to gather 开始聚集"
,salads,沙拉,n.,"Salads are one of my favorite foods to eat during the summer.
沙拉是我夏季最爱之一。","be one of 是……之一
during the summer 在夏天"
,economists,经济学家,n.,"Economists warn that the rising housing prices may lead to a market bubble.
经济学家警告说，房价上涨可能导致市场泡沫。","warn that 警告说
lead to 导致"
,enemies,敌人,n.,"My enemies constantly try to bring me down.
我的敌人不断试图打击我。","try to 试图
bring down 打倒"
,maps,地图,n.,"The explorers used an old map to navigate through the dense forest.
探险家们使用一张旧地图在茂密的森林中导航。","use sth. to do sth. 用……做……
navigate through 穿过；在……中穿行"
,auditions,试镜,n.,"Actors have to go through a series of auditions before getting a role in a play.
演员在获得戏剧中的角色之前，必须通过一系列试镜。","have to 必须
go through 经历
a series of 一系列
get a role 获得角色
in a play 在戏剧中"
,mistakes,错误,n.,"Everyone makes mistakes, and it's okay to learn from them.
每个人都会犯错误，而且从中学习是没问题的。","make mistakes 犯错误
learn from 从……学习"
,bookshelves,书架,n.,"The room was filled with rows of old bookshelves that lined the walls.
房间里摆放着一排排沿着墙壁排列的旧书架。","be filled with 被填满
rows of 一排排的
line the walls 沿墙壁排列"
/kˈæmuflɑːʒɪz/,camouflages,伪装,n.,"The leaves on the trees camouflages their branches from the birds' eyes.
树上的叶子遮蔽着树枝，以免被鸟类发现。",camouflage from 从……中掩饰/隐藏
,glittering,闪闪发光的,adj.,"The city's fireworks display shone with a glittering light that lit up the night sky.
城市的烟花表演闪耀着光芒，照亮了夜空。","fireworks display 烟花秀
shine with 发出...的光
light up the night sky 照亮夜空"
/vaɪd/,vied,竞争,v.,"Many politicians vied for the top position in the election.
竞选活动中许多政客对最高职位进行了激烈争夺。",vie for 争夺
/ˌriːpərˈkʌʃən/,repercussion,反响,n.,"The company faced criticism and severe financial repercussions after the quality of their products was revealed to be subpar.
该公司因其产品质量被揭露为不合格而面临批评和严重的财务影响。","face criticism 面临批评
face financial repercussions 面临财务后果
be revealed to be subpar 被揭示为低于标准"
/ˌɪntərˈtwaɪn/,intertwine,交织,v.,"The threads of her life story began to intertwine with the fate of her long-lost siblings.
她生命故事的细线开始与她失散多年的兄弟姐妹的命运交织在一起。","intertwine with 与……交织
begin to 开始
threads of ……的细线
long-lost siblings 失散多年的亲人
the fate of ……的命运"
/əˈpɔːrʃən/,apportion,分配,v.,"The electoral votes are to be apportioned among the states based on their population.
选举人票将按各州人口进行分配。","apportion among 在……之间分配
be based on 根据，基于"
/dɪˈmjʊr/,demure,端庄的,adj.,"The shy and demure girl caught everyone's attention.
那个害羞而端庄的女孩吸引了所有人的注意。",catch one's attention 吸引某人的注意力
/ˌekstrəkəˈrɪkjələr/,extracurricular,课外的,adj.,"She was very active in school and participated in many extracurricular activities.
她在学校很活跃，参加了许多课外活动。","be active in 在……活跃
participate in 参加"
/beɪt/,bate,抑制,v.,"The storm seems to bate, bringing clear skies by nightfall.
风暴似乎在减弱，傍晚天空会放晴。","seem to bate 似乎消退
bring clear skies 带来晴朗天空
by nightfall 到黄昏时分"
/ˌriːəˈdʒʌst/,readjust,重新调整,v.,"After reorganizing my schedule, I had to readjust my travel plans.
重新整理了我的日程表后，我必须重新调整我的旅行计划。","reorganize schedule 重新安排日程表
have to 必须
readjust travel plans 重新调整旅行计划
after reorganizing 在重新安排之后"
/kænˈtiːn/,canteen,食堂,n.,"The canteen served a variety of hot and cold meals to the students.
食堂向学生提供了各种热餐和冷餐。",serve a variety of ... to ... 向……提供各种……
/ˈswiːtən/,sweeten,使变甜,v.,"The cake will be sweeter if we add some sugar to it.
如果我们加些糖，蛋糕会更甜。","add...to...  把……加入……
be sweeter  变得更甜"
/rɪˌmjuːnəˈreɪʃən/,remuneration,报酬,n.,"The company offers competitive remuneration packages to attract top talent.
公司提供有竞争力的薪酬包以吸引顶尖人才。","offer competitive remuneration packages 提供有竞争力的薪酬包
attract top talent 吸引顶尖人才"
/ˈstaɪpend/,stipend,津贴,n.,"The university provided a stipend to cover the students' living expenses during the internship period.
大学为学生提供津贴，以支付实习期间的生活费。","provide a stipend 提供奖学金
cover living expenses 支付生活费用
during the internship period 在实习期间"
/ˈsteɪʃənri/,stationery,文具,n.,"The office is fully stocked with stationery supplies.
办事处有充足的办公用品。",be stocked with 备有，装有
/ˌɪnkənˈkluːsɪv/,inconclusive,非决定性的,adj.,"The results of the test were inconclusive.
试验结果没有定论。",be inconclusive 不确定的，无定论的
,leaflet,传单,n.,"The company distributed a leaflet to all attendees before the conference.
公司在会议前向所有参会者发放了一份传单。","distribute a leaflet to 分发传单给
before the conference 在会议前"
/flæsk/,flask,烧瓶,n.,"She packed a flask of water in her backpack for the hike.
她在背包里带了一个水壶准备爬山。","pack in 把……装进……
a flask of 一瓶
in one's backpack 在背包里
for the hike 为远足准备"
/ɪkˈspæns/,expanse,广阔,n.,"The vast expanse of the ocean stretched as far as the eye could see.
大海无边无际，一直延伸到视线所能及的地方。",as far as the eye can see 远至视线所及
"英/ɪkˈskɜːʃn/
美/ɪkˈskɜːrʒ(ə)n/",excursion,短途旅行,n.,"The group decided to take an excursion to the nearby national park.
这群人决定去附近的国家公园进行一次游览。",take an excursion to 去……游览
/mɪsˈled/,misled,误导,v.,"She misled her friends into going to the wrong restaurant by giving them incorrect directions.
她通过给出错误的方向误导了她的朋友们，使他们去了错误的餐厅。","mislead into doing 误导……做
by doing 通过……方式"
/ˌmɒnəˈlɪθɪk/,monolithic,庞大的,adj.,"The government's decision was a monolithic one, causing widespread protests from opposing groups.
政府的决定是单一的，引发了众多反对组织的广泛抗议。",cause widespread protests 引起广泛抗议
/riːˈθɪŋk/,rethink,重新思考,v.,"We need to rethink our marketing strategy to reach a wider audience.
我们需要重新思考我们的营销策略，以触达更广泛的受众。","rethink strategy 重新思考策略
reach audience 触及受众"
/ˌrekənsɪliˈeɪʃən/,reconciliation,和解,n.,"The couple finally reached reconciliation after months of arguing.
经过几个月的争吵，这对夫妇终于和解了。",reach reconciliation 和好
,fourteenth,第十四,adj.,"The new policy went into effect on the fourteenth of this month.
新政策已于本月十四日生效。",go into effect 生效
/ɡaʊn/,gown,长袍,n.,"She carefully unfolded her beautiful velvet gown in the hotel room.
她在酒店房间里小心地展开她美丽的天鹅绒长袍。","unfold a gown 脱下长袍
in the hotel room 在酒店房间里"
/plaɪt/,plight,困境,n.,"The endangered species is in great plight due to climate change.
濒危物种由于气候变化而面临严重危机。","be in great plight 处于严重困境中
due to 由于"
/ˌrekəˈlekʃən/,recollection,回忆,n.,"She cherished the fond recollection of her childhood vacations.
她珍惜着童年假期的美好回忆。","cherish recollections of 珍惜对……的回忆
childhood vacations 童年假期"
/ˈkruːəlti/,cruelty,残忍,n.,"He was known for his cruelty towards animals.
他以对动物的残忍而闻名。",be known for 以...而闻名
/əˈmɪt/,omit,省略,v.,"The new policy requires employees to omit unnecessary expenses from company reports.
新政策要求员工在公司报告中省略不必要的费用。","require sb to do sth 要求某人做某事
omit sth from sth 从某物中省略某物"
/sɪˈnɒpsɪs/,synopsis,概要,n.,"The film's synopsis is a crucial part that helps the audience decide whether to watch it or not.
电影的剧情简介是帮助观众决定是否观看的重要部分。","help sb. decide 帮助某人决定
decide whether to do sth. 决定是否做某事
a crucial part 关键部分
whether...or not 是否"
,doubtful,可疑的,adj.,"She started to feel doubtful about her decision after talking to her friends.
在和朋友交谈后，她开始对自己的决定产生怀疑。","feel doubtful about 对……感到怀疑
talk to 与……交谈"
,relieve,缓解,v.,"She will take some painkillers to relieve her headache.
她会服用一些镇痛药来缓解她的头痛。","take painkillers 服用止痛药
relieve headache 缓解头痛"
,reproductive,生殖的,adj.,"The reproductive habits of animals are crucial for the survival of their species.
动物的生殖习性对它们物种的生存至关重要。",be crucial for 对……至关重要
/ˈɪntərɪm/,interim,临时的,adj.,"She will work as the interim manager until a permanent one is found.
她将担任临时经理直到找到长期经理。","work as 担任
until ... be found 直到...被找到"
/ɪɡˈzempt/,exempt,免除,v.,"Because the university offers a special program for low-income students, she was exempt from paying the course fees.
因为所在大学为低收入学生设有专门项目，她得以免交课程费。","offer a special program for 为……提供特别项目
be exempt from 免除，免于
pay the course fees 支付课程费用"
/ˈlaɪnər/,liner,班轮,n.,"Liners often run between New York and Long Island.
邮轮常常航行于纽约和长岛之间。",run between 在……之间运行
,misunderstanding,误解,n.,"The company had a major misunderstanding about the new project's deadline.
公司对新项目的截止日期存在重大误解。",have a major misunderstanding about 对……有重大误解
,quiz,测验,n.,"The teacher distributed a quiz to test the students' understanding of the material.
老师发了一份测验，以检验学生对学习材料的理解。","distribute a quiz to 发放测试给
test understanding of 检验对……的理解
understanding of the material 对材料的理解"
/ˈrepjətəbl/,reputable,声誉好的,adj.,"She had established a reputation as a reputable journalist in the city.
她作为一名有声誉的记者，在这座城市里建立了名声。","establish a reputation as 作为……建立声誉
in the city 在城市中"
/nɪˈɡoʊʃiəbl/,negotiable,可协商的,adj.,"The loan was negotiable for up to 5 years.
此贷款可转让期最长为5年。","be negotiable 可谈判的；可协商的
for up to 长达；最多到"
/ˈtrɪki/,tricky,棘手的,adj.,"这道题很容易让人产生误解，很 tricky。
这道题很容易让人产生误解，很棘手。",be tricky 是棘手的
/kəˈmensmənt/,commencement,开始,n.,"She attended the commencement ceremony with her family.
她与家人一同出席毕业典礼。","attend the commencement ceremony 出席毕业典礼
with family 与家人一起"
/ˈfəʊliɪdʒ/,foliage,叶子,n.,"The trees' vibrant colors during autumn are caused by the loss of foliage.  
树木在秋天呈现鲜艳的色彩，是因为叶片脱落。","be caused by 由……引起
loss of 失去……，丧失……
vibrant colors 鲜艳的颜色
during autumn 在秋天"
/ɔːˈdɪʃən/,audition,试镜,n.,"The new musical requires all actors to audition for the main roles.
新音乐剧要求所有演员为主要角色试镜。","require sb. to do sth. 要求某人做某事
audition for 参加……的试镜"
/ˈtʌfɪst/,toughest,最艰难的,adj.,"The new employee had to face the toughest challenges of his life on his first day.
新员工在他的第一天就不得不面对他生活中最艰难的挑战。","have to face 不得不面对
face challenges 面对挑战
on one's first day 在第一天"
,unavoidable,不可避免的,adj.,"The storm was unavoidable now and the airport had to be evacuated immediately.
风暴现已不可避免，机场必须立即疏散。","be unavoidable 不可避免
have to 不得不
be evacuated 被疏散"
/mjuːl/,mule,骡子,n.,"The farm horse refused to work under the strict rider, so a strong mule was brought in to do the job.
农场的马在严厉的骑手手下拒绝工作，于是被牵来了一匹强壮的骡子来干这活儿。","refuse to work 拒绝工作
bring in 引入
do the job 完成任务"
,roar,咆哮,v.,"The lion let out a loud roar.
狮子发出一声响亮的吼叫。",let out 发出
/ɪˌlɪdʒəˈbɪləti/,eligibility,资格,n.,"She checked her eligibility before applying for the college scholarship.
她在申请大学奖学金前检查了自己的资格。","check eligibility 查验资格
apply for 申请"
/əˈlɜːdʒɪk/,allergic,过敏的,adj.,"She has an allergic reaction to bee stings.
她对蜜蜂蜇伤过敏。",have an allergic reaction to 对……有过敏反应
,immunity,免疫力,n.,"The vaccine can provide long-term immunity against the virus.
疫苗可以提供对抗病毒的长期免疫力。",provide long-term immunity against 提供对……的长期免疫力
,purity,纯净,n.,"The water in the mountain spring was crystal clear, a symbol of purity.
山泉水清澈见底，是纯洁的象征。","be crystal clear 晶莹剔透，非常清澈
symbol of ……的象征"
,commissioner,专员,n.,"The new police commissioner will be announcing a crackdown on gang violence next week.
新任警察局长将于下周宣布打击帮派暴力的行动。",announce a crackdown on 宣布打击……
,intersection,十字路口,n.,"The main roads in the city intersect at a large traffic circle.
城市中的主要道路交汇在一个大型环形交叉路口处。",intersect at 在……处交汇
/ˈeəriəl/,aerial,空中的,adj.,"The hot air balloon soared into the aerial view of the landscape below.
热气球翱翔进入下方风景的鸟瞰视图。",soar into 升入，进入视野
,railway,铁路,n.,"The train sped down the railway track, reaching its destination on time.
铁轨上，火车疾驰着准时驶向目的地。","speed down 快速向下行驶
reach its destination 到达目的地
on time 准时"
,homework,家庭作业,n.,"The teacher assigned homework to the students for the summer break.
老师给学生布置了暑假作业。","assign homework to 布置作业给
for the summer break 为了暑假"
,gym,健身房,n.,"The students usually go to the gym during lunch break.
学生通常在午休时间去健身房。","go to the gym 去健身房
during lunch break 在午休期间"
/laɪˈbreəriən/,librarian,图书管理员,n.,"The librarian helped me find the book I was looking for.
图书馆员帮助我找到我在找的那本书。","help me find 帮助我找到
look for 寻找"
,thief,小偷,n.,"The burglar slipped into the house like a thief in the night.
小偷像夜里的小偷一样悄悄地潜入了屋里。","slip into 悄悄溜入
in the night 在夜里"
,generous,慷慨的,adj.,"She's known for her generous donations to local charities.
她以慷慨捐助当地慈善机构而闻名。","be known for 以……闻名
donations to 对……的捐赠"
,orchestra,管弦乐队,n.,"The orchestra performed a beautiful symphony last night.
乐团昨晚演出了一场美妙的交响曲。",perform a symphony 表演交响曲
,shelf,架子,n.,"The books are placed on the shelf.
书籍放置在书架上。",place on 放置在……上
/ˌkɒmpəˈzɪʃənəl/,compositional,组成的,adj.,"The composer's unique compositional style was heavily influenced by traditional folk music.
作曲家独特的作曲风格深受传统民间音乐的影响。",be heavily influenced by 受到...的重大影响
,disagreed,不同意,v.,"We disagreed on the best way to solve the problem.
我们在解决问题的最佳方法上存在分歧。","disagree on 对……有分歧
solve a problem 解决问题"
/ˈfɑːməsi/ /ˈfɑːrməsi/,pharmacy,药房,n.,"The local pharmacy offered discounts for students.
药店对学生提供折扣。","offer discounts 提供折扣
for students 对学生"
,exceptional,杰出的,adj.,"The chef prepared an exceptional seven-course dinner for the VIP guests.
主厨为VIP客人准备了一顿出色的七道菜晚餐。",prepare an exceptional seven-course dinner for 为……准备优越的七道餐
/ədˈvaɪzər/,advisor,顾问,n.,"She served as a trusted advisor to the CEO for many years.
多年来，她一直是CEO的可信赖顾问。","serve as 担任、作为
advisor to 某人的顾问
for many years 多年来"
,overnight,一夜之间,adv.,"I have to overnight the package to ensure it arrives by Monday.
我必须连夜寄送这个包裹，以确保它在周一前送达。","have to 必须
overnight sth. 连夜运送某物
ensure sth. arrives 确保某物到达
by a certain time 在某个时间前"
,alarm,警报,n.,"The alarm on my phone keeps waking me up during the night.
我手机里的闹钟总是在夜间把我吵醒。","wake up 醒来，叫醒
on my phone 在我的手机上
during the night 在晚上"
,deepen,加深,v.,"The debate about the issue has gradually deepen in recent years.
关于这个问题的辩论在最近几年逐渐深化。","debate about 关于……的辩论
gradually deepen 逐渐深化
in recent years 在最近几年"
/prəˌnʌnsiˈeɪʃn/,pronunciation,发音,n.,"She had some trouble with pronouncing the difficult words in the English language.
她在英语中遇到难词时发音比较困难。","have trouble with 在……方面有困难
in the English language 在英语中"
,estimation,估计,n.,"Engineers relied on estimation to calculate the structural integrity of a new skyscraper.
工程师们依靠估计来评估新摩天大楼的结构完整性。","rely on 依靠
structural integrity 结构完整性"
,fingerprint,指纹,n.,"Police investigators collected fingerprints from the crime scene to identify the suspect.
警方调查人员从犯罪现场收集了指纹以确认嫌疑人的身份。","collect fingerprints 收集指纹
from the crime scene 从犯罪现场
identify the suspect 确认嫌疑人身份"
,artistic,艺术的,adj.,"The painter's latest work showcases her artistic flair.
这位画家的最新作品展现了她的艺术才华。",showcase artistic flair 展示艺术才华
/ɪɡˈzɪbɪt/,exhibit,展览,v.,"The museum will exhibit ancient artifacts from Egypt in the upcoming summer.
博物馆将在即将到来的夏天展出古埃及文物。","exhibit artifacts 展出文物
from Egypt 来自埃及
in the summer 在夏天"
,relax,放松,v.,"Please take some time to relax.
放松一下。",take some time to 花些时间做某事
,harsh,严酷的,adj.,"The weather in the mountains will be harsh during the winter months.
山里的天气在冬季会很恶劣。","be harsh 严酷的，恶劣的
in the mountains 在山区
during the winter months 在冬季月份期间"
,improper,不适当的,adj.,"She wore improper clothing to the formal occasion.
她穿着不合适的衣服出席了正式场合。","wear clothing 穿衣服
to the formal occasion 去正式场合"
,eventual,最终的,adj.,"Eventually, the team's hard work paid off.
团队的努力最终得到了回报。",pay off 取得成功
,spaceship,宇宙飞船,n.,"The astronauts boarded a spaceship to begin their intergalactic journey.
宇航员登上一艘宇宙飞船，开始了他们的星际之旅。","board a spaceship 登上宇宙飞船
begin a journey 开始一段旅程"
,contention,争论,n.,"There has been a long-standing contention over the rights of indigenous communities to their ancestral lands.
土著社区对其祖传土地权利的争议由来已久。","have a long-standing contention over 对……存在长期争议
rights to 对……的权利"
/ˈɡædʒɪt/,gadget,小工具,n.,"The new smartwatch is a great gadget for tracking my fitness goals.
这款新智慧手表是追踪我的健身目标的一种很好的小工具。",track fitness goals 追踪健身目标
,heater,加热器,n.,"The heater is not working properly because of the blockage in the chimney.
加热器因烟囱堵塞无法正常工作。","work properly 正常工作
because of 因为
in the chimney 在烟囱里"
/riːɪmˈbɜːst/,reimbursed,报销,v.,"The company reimbursed John for his business trip expenses upon receiving his report.
公司收到约翰的出差报告后，就为他报销了出差费用。","reimburse for 报销
upon receiving 在收到……时"
,presenter,主持人,n.,"The presenter walked confidently on the stage to introduce the awards.
主持人自信地走上台介绍奖项。","walk on the stage 走上台
introduce the awards 介绍奖项"
,category,类别,n.,"She organized all the books into a convenient category for easy searching.
她将所有书籍整理成便于搜索的便捷类别。","organize into 整理成
for easy searching 以便于搜索"
,violence,暴力,n.,"The protests turned violent when the police tried to disperse the crowd.
抗议活动在警察试图驱散人群时变得暴力。","turn violent 变得暴力
try to do sth. 试图做某事
disperse the crowd 驱散人群"
,violent,暴力的,adj.,"The riot turned violently and spread to the entire city.
骚乱演变为暴力，并蔓延到整个城市。","turn violent 变得暴力
spread to 蔓延到"
/ˈliːfˌhɒpə(r)/,leafhopper,叶蝉,n.,"Leafhoppers can be found in a variety of habitats, including gardens and forests.
叶蝉可以在各种栖息地找到，包括花园和森林。","be found in 在……中被找到
a variety of 各种各样的"
/ɪnˈsaɪzə(r)/,incisor,门牙,n.,"Incisors are the front teeth that are used for cutting and biting food.
门牙是用于切割和咬食物的前牙。",be used for 被用于
/ˈskɪtər/,skitter,轻快跑动,v.,"The mouse skittered across the floor.
老鼠在地板上急速地跑过。",skitter across 快速滑过
/ˈteɪlwɪnd/,tailwind,顺风,n.,"The strong tailwind made the boat sail faster and more smoothly.
强烈的顺风使小船航行得更快、更平稳。",sail faster 航行得更快
/ˈsændˌpaɪpər/,sandpiper,矶鹬 yù,n.,"The sandpiper is a small shorebird known for its agility in the air.
鹬是一种小型岸鸟，以其在空中的敏捷性而闻名。","be known for 以……著称
in the air 在空中"
/ɪɡˌzæsərˈbeɪʃən/,exacerbation,恶化,n.,"The cold weather exacerbated her asthma symptoms.
寒冷的天气加剧了她的哮喘症状。",exacerbate symptoms 加重症状
,frictional,摩擦的,adj.,"Frictional heat between the tire and the road caused the temperature to rise.
轮胎与路面之间的摩擦热导致温度上升。","cause temperature to rise 导致温度上升
between...and... 在……和……之间"
/rɪˈpraɪzəl/,reprisal,报复,n.,"The company responded to the scandal with severe reprisal against the responsible employees.
公司对这起丑闻采取了严厉的惩戒措施，对责任人员进行处分。","respond to 回应
reprisal against 对...的报复"
/ˈkwɒdrʊpəld/,quadrupled,翻两番的,adj.,"The company's profits quadrupled after their new business strategy was implemented.
公司的利润在实施新的商业策略后翻了两番。","implement a strategy 实施策略
quadruple profits 使利润四倍增加"
/ˌmɪdˈeə(r)/,midair,半空中,n.,"The plane experienced engine failure and was forced to make an emergency landing after experiencing a catastrophic failure while flying at high altitude, but it managed to touch down safely, avoiding a potentially disastrous midair collision with another aircraft.
飞机在高空飞行时遭遇发动机严重故障，被迫紧急着陆，但最终安全降落，避免了与另一架飞机发生灾难性空中碰撞。","experience engine failure 经历引擎故障
be forced to 被迫
make an emergency landing 紧急着陆
experience a catastrophic failure 经历灾难性故障
fly at high altitude 在高空飞行
manage to 设法
touch down 着陆
avoid a collision 避免碰撞
at high altitude 在高空
with another aircraft 与另一架飞机"
/pʌs/,pus,脓,n.,"The wound began to discharge thick pus.
伤口开始流出浓稠的脓液。","begin to discharge 开始排出
discharge pus 排出脓液"
,outlay,支出,n.,"The company's total outlay for the project far exceeded their initial budget.
该公司在该项目上的总支出大幅超出了初始预算。","outlay for　　在……方面的支出
far exceed　　远远超过"
/ˈɡlædieɪtər/,gladiator,角斗士,n.,"Roman soldiers once served as gladiators in the arena.
罗马士兵曾经在竞技场中充当角斗士。","serve as 担任
in the arena 在竞技场里"
/ˈɡræsˌhɑːpər/,grasshopper,蚱蜢,n.,"The baby grasshopper hopped away quickly from the farmer's shoe.
小蚱蜢迅速地从农夫的鞋子跳开。",hop away 跳开
/ˈpiːnəlaɪz/,penalize,处罚,v.,"The company will penalize employees who are late to work three times.
该公司将惩罚迟到三次的员工。",be late to work 上班迟到
,snowball,雪球,n.,"She rolled a snowball down the hill.
她把雪球滚下山。",roll down 滚下
/meɪz/,maize,玉米,n.,"The crops are mainly maize in this region.
此地区的主要农作物是玉米。

maize
玉米

corn (maize)
玉米（玉蜀黍）",in this region 在该地区
,subcontinent,次大陆,n.,"The Indian subcontinent is home to diverse cultures and languages.
印度次大陆拥有多样化的文化和语言。",be home to 是……的所在地/家园
/ˈspæzəm/,spasm,痉挛,n.,"My back muscle went into a severe spasm last night.
背部肌肉昨晚发生了剧烈的痉挛。",go into a spasm 发生痉挛
,jog,慢跑,v.,"I like to jog in the park every morning.
我喜欢每天早晨在公园慢跑。","like to jog 喜欢慢跑
in the park 在公园里"
/ˈmoʊmənteri/,momentary,短暂的,adj.,"The flash of lightning lasted only for a momentary instant.
那道闪电的光芒只持续了短短一瞬。",last for a moment 持续一瞬间
/skjuː/,skew,歪斜的,adj.,"The data points seem to skew our understanding of the trend.
数据点似乎会扭曲我们对趋势的理解。","seem to 似乎
skew understanding of 扭曲对……的理解"
/ˈkæʒuəlti/,casualty,伤亡人员,n.,"There were several casualties in the plane crash.  
飞机失事造成了数人伤亡。","there were 有
in the plane crash 在飞机失事中"
/ˈstraɪkər/,striker,前锋,n.,"The police officer used his baton as a striker to break the windscreen of the car.
警察用警棍作为敲击工具，打破了汽车的挡风玻璃。","use as 作为……使用
break the windscreen of 打破……的挡风玻璃"
/ˌɪrɪˈvɜːsəbəl/,irreversible,不可逆的,adj.,"The damage to the environment is now irreversible due to the oil spill.
环境破坏现在已经不可逆转了，因为石油泄漏。","damage to 对……的破坏
be irreversible 不可逆转
due to 由于
oil spill 石油泄漏"
/elk/,elk,麋鹿,n.,"The elk roamed freely in the forest.
麋鹿在森林中自由漫步。","roam freely 自由漫步
in the forest 在森林中"
/skwɒʃ/,squash,南瓜,n.,"She loved to play squash with her friends every weekend.
她喜欢每个周末和朋友一起打壁球。","play squash 打壁球
with friends 和朋友一起"
/ˈnaɪtreɪt/,nitrate,硝酸盐,n.,"Agricultural fertilizers often contain high levels of nitrates.
农用肥料通常含有较高水平的硝酸盐。",contain high levels of 含有高水平的
/ˈflɪkər/,flicker,闪烁,v.,"The candles on the table began to flicker in the gentle breeze.
桌上的烛火在轻柔的微风中开始摇曳闪烁。","begin to flicker 开始摇曳
in the gentle breeze 在微风中"
,dart,飞镖,n.,"The dart pierced through the target with precision.
飞镖精确地刺穿了目标。","pierce through 刺穿
with precision 准确地"
,ditch,沟渠,n.,"The hikers had to walk through the ditch to reach the other side of the river.
他们必须穿过沟渠才能到达河对岸。","have to 不得不
walk through 步行穿过
reach the other side 到达对岸"
,survivor,幸存者,n.,"The survivor of the shipwreck was rescued after days at sea.
船难的幸存者在海上漂泊数日后获救。","be rescued 被救援
survivor of ……的幸存者
at sea 在海上
after days at sea 在海上几天后"
/ˌkɒnfrʌnˈteɪʃən/,confrontation,对抗,n.,"She was finally able to resolve the argument through a straightforward confrontation with her sibling.
她最终通过直率地与兄弟姐妹对峙解决了争端。","be able to 能够
resolve an argument 解决争论
through confrontation 通过对抗
with sibling 与同胞"
/ˈriːpleɪ/,replay,重放,n.,"The kids love to replay their favorite video games over and over again.
孩子们喜欢一遍又一遍地玩他们最喜欢的电子游戏。","love to do sth 喜欢做某事
replay video games 重玩视频游戏
over and over again 反复多次"
/ˈlɑːvə/,lava,熔岩,n.,"The volcano erupted, spewing molten lava across the landscape.
火山爆发，喷涌出滚滚熔岩。","spew molten lava 喷出熔岩
across the landscape 遍及整个景观"
/ɡrəˈneɪd/,grenade,手榴弹,n.,"The soldier carefully tossed the grenade to the other side of the wall.
士兵小心地把手榴弹扔到墙的另一边。","toss sth. to 把某物扔向
the other side of 另一边"
/ˌæmjəˈnɪʃən/,ammunition,弹药,n.,"The soldiers loaded their guns with heavy ammunition.
士兵们装填了重型弹药。",load with 用……装填
/ˈbruːtl/,brutal,残忍的,adj.,"The soldiers faced a brutal winter on the battlefield.
士兵们在战场上面对了一个严酷的冬天。","face a brutal winter 面对残酷的冬天
on the battlefield 在战场上"
/ˈstætʃuːt/,statute,法规,n.,"The new law was enacted as a statute to ban plastic bags in the city.
新法律已颁布为法规，禁止在该城市使用塑料袋。","be enacted 颁布
ban plastic bags 禁止塑料袋
in the city 在城市里"
,liable,有责任的,adj.,"The company is liable for the damage caused by the product malfunction.
公司对产品故障造成的损害负有责任。","be liable for 对...负法律责任
be caused by 由...造成的
product malfunction 产品故障"
,spectral,光谱的,adj.,"The aurora borealis displays a spectral display of colored light in the polar sky.
北极光在极地天空中展现出彩色光的光谱景象。","colored light 彩色光
in the polar sky 在北极天空中"
